shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
BLUE2,17.4355442,78.5195963,438,19866
BLUE2,17.433669,78.521718,439,20173
BLUE2,17.4319232,78.5237628,440,20464
BLUE2,17.430618,78.5252533,441,20679
BLUE2,17.4303477,78.5255425,442,20721
BLUE2,17.4292541,78.5267113,443,20895
BLUE2,17.4290368,78.5269876,444,20933
BLUE2,17.4288851,78.5272377,445,20965
BLUE2,17.4283192,78.5284576,446,21108
BLUE2,17.4278307,78.5294733,447,21229
BLUE2,17.4277213,78.529649,448,21251
BLUE2,17.4270911,78.5304791,449,21364
BLUE2,17.4264258,78.5312831,450,21477
BLUE2,17.4261047,78.5317209,451,21535
BLUE2,17.4256455,78.5325858,452,21640
BLUE2,17.4253898,78.5331302,453,21705
BLUE2,17.4252478,78.5335354,454,21751
BLUE2,17.4248488,78.5356262,455,21977
BLUE2,17.4246876,78.5359874,456,22019
BLUE2,17.4244527,78.5363291,457,22064
BLUE2,17.4237477,78.5370339,458,22172
BLUE2,17.4223562,78.5382474,459,22373
BLUE2,17.4213649,78.5396054,460,22555
BLUE2,17.4210354,78.5400125,461,22612
BLUE2,17.4201948,78.540572,462,22722
BLUE2,17.4193812,78.5412044,463,22835
BLUE2,17.419036,78.5415974,464,22892
BLUE2,17.4186697,78.5419884,465,22950
BLUE2,17.4185613,78.5421187,466,22968
BLUE2,17.4175689,78.5432502,467,23131
BLUE2,17.4148457,78.5463534,468,23578
BLUE2,17.4144331,78.5468105,469,23645
BLUE2,17.414079,78.5471852,470,23701
BLUE2,17.4120006,78.5494483,471,24034
BLUE2,17.4100882,78.5515725,472,24344
BLUE2,17.4090833,78.552673,473,24506
BLUE2,17.4086452,78.5531376,474,24575
BLUE2,17.4084647,78.5533179,475,24603
BLUE2,17.407415,78.5542726,476,24757
BLUE2,17.4033072,78.5579546,477,25358
BLUE2,17.4030722,78.5581956,478,25395
BLUE2,17.4029663,78.5583248,479,25413
BLUE2,17.4028263,78.5585525,480,25442
BLUE2,17.4025456,78.5591196,481,25510
BLUE2,17.4024542,78.5593065,482,25532
BLUE2,17.4023527,78.5594827,483,25554
BLUE2,17.4022266,78.5596452,484,25576
BLUE2,17.402084,78.5597963,485,25599
BLUE2,17.4019285,78.5599272,486,25621
BLUE2,17.4017267,78.5600691,487,25648
BLUE2,17.401667,78.5601055,488,25655
BLUE2,17.4013565,78.5602129,489,25692
BLUE2,17.4009694,78.5602732,490,25735
BLUE2,17.4006295,78.5602744,491,25773
BLUE2,17.4000599,78.560246,492,25836
BLUE2,17.3993608,78.5601961,493,25914
BLUE2,17.399064,78.5601754,494,25947
BLUE2,17.3986097,78.5601217,495,25998
BLUE2,17.3980655,78.5599936,496,26060
BLUE2,17.39568,78.559379,497,26333
BLUE2,17.3952897,78.55931,498,26378
BLUE2,17.3948276,78.5592609,499,26429
BLUE2,17.3914923,78.5588905,500,26802
BLUE2,17.3905436,78.5588274,501,26908
BLUE2,17.3902349,78.5588069,502,26942
GREEN1,17.3747334,78.4836909,1,0
GREEN1,17.3750497,78.4839284,2,43
GREEN1,17.3753999,78.484198,3,92
GREEN1,17.3756842,78.4844146,4,131
GREEN1,17.3760372,78.4846825,5,179
GREEN1,17.3767031,78.4851942,6,271
GREEN1,17.3767628,78.4852436,7,279
GREEN1,17.376885,78.4853351,8,296
GREEN1,17.3769665,78.4854016,9,308
GREEN1,17.377043,78.4854669,10,319
GREEN1,17.3771152,78.4855311,11,329
GREEN1,17.3771978,78.4856111,12,342
GREEN1,17.3775522,78.4859884,13,398
GREEN1,17.3776188,78.4860552,14,408
GREEN1,17.3776655,78.4860922,15,415
GREEN1,17.3777373,78.4861443,16,424
GREEN1,17.3777982,78.4861818,17,432
GREEN1,17.3778618,78.4862143,18,440
GREEN1,17.3779443,78.4862499,19,450
GREEN1,17.3780069,78.4862738,20,457
GREEN1,17.3781143,78.4863022,21,470
GREEN1,17.3782146,78.4863206,22,481
GREEN1,17.3782902,78.4863281,23,489
GREEN1,17.378394,78.4863287,24,501
GREEN1,17.3784945,78.4863208,25,512
GREEN1,17.3786149,78.4862972,26,526
GREEN1,17.3787127,78.4862685,27,537
GREEN1,17.3788113,78.4862309,28,549
GREEN1,17.3789219,78.4861772,29,562
GREEN1,17.3790267,78.4861229,30,575
GREEN1,17.3795945,78.4858221,31,646
GREEN1,17.3802683,78.4854651,32,730
GREEN1,17.3803632,78.4854143,33,742
GREEN1,17.3804434,78.4853644,34,752
GREEN1,17.3804993,78.485325,35,760
GREEN1,17.3805858,78.4852547,36,772
GREEN1,17.3806544,78.4851857,37,782
GREEN1,17.3807142,78.485114,38,793
GREEN1,17.3807608,78.4850539,39,801
GREEN1,17.3808153,78.4849622,40,812
GREEN1,17.3808553,78.4848839,41,822
GREEN1,17.3808902,78.4847972,42,832
GREEN1,17.3809199,78.4847145,43,841
GREEN1,17.3809398,78.4846448,44,849
GREEN1,17.3811,78.4840753,45,912
GREEN1,17.3811544,78.4838999,46,931
GREEN1,17.3811963,78.4837667,47,946
GREEN1,17.3812652,78.4835684,48,969
GREEN1,17.3813342,78.4833757,49,990
GREEN1,17.3813736,78.483278,50,1002
GREEN1,17.3814134,78.4831951,51,1012
GREEN1,17.3814567,78.4831203,52,1021
GREEN1,17.3814872,78.483077,53,1027
GREEN1,17.3815443,78.4829996,54,1037
GREEN1,17.3816103,78.4829207,55,1048
GREEN1,17.381682,78.4828524,56,1059
GREEN1,17.3817527,78.4827968,57,1069
GREEN1,17.3818191,78.4827479,58,1078
GREEN1,17.3818946,78.4827023,59,1087
GREEN1,17.3819923,78.4826568,60,1099
GREEN1,17.3820748,78.4826247,61,1109
GREEN1,17.3821459,78.4826024,62,1117
GREEN1,17.3822298,78.4825834,63,1127
GREEN1,17.3823189,78.4825704,64,1137
GREEN1,17.3823842,78.4825658,65,1144
GREEN1,17.3824768,78.4825636,66,1154
GREEN1,17.3825503,78.4825693,67,1163
GREEN1,17.3826246,78.4825798,68,1171
GREEN1,17.3827122,78.4825998,69,1181
GREEN1,17.3827555,78.4826099,70,1186
GREEN1,17.3828383,78.4826413,71,1196
GREEN1,17.3829294,78.4826789,72,1207
GREEN1,17.3830094,78.4827208,73,1216
GREEN1,17.3831019,78.4827851,74,1229
GREEN1,17.3843707,78.4839162,75,1414
GREEN1,17.3844647,78.484,76,1428
GREEN1,17.3849891,78.4844674,77,1504
GREEN1,17.3850806,78.4845176,78,1516
GREEN1,17.3852011,78.4845883,79,1531
GREEN1,17.3853118,78.484627,80,1544
GREEN1,17.3853841,78.4846765,81,1554
GREEN1,17.3858267,78.4850631,82,1618
GREEN1,17.3861708,78.485369,83,1668
GREEN1,17.3862802,78.4854663,84,1684
GREEN1,17.3870935,78.4862189,85,1805
GREEN1,17.3878272,78.4869231,86,1915
GREEN1,17.3885211,78.487662,87,2025
GREEN1,17.3899321,78.4886761,88,2215
GREEN1,17.3900957,78.4887894,89,2237
GREEN1,17.3907432,78.489035,90,2314
GREEN1,17.391002,78.4891332,91,2344
GREEN1,17.393198,78.4895721,92,2593
GREEN1,17.3942302,78.4898955,93,2713
GREEN1,17.394371,78.4899387,94,2729
GREEN1,17.3949904,78.4901288,95,2801
GREEN1,17.395334,78.4903026,96,2843
GREEN1,17.3956699,78.4905526,97,2889
GREEN1,17.3960981,78.4909882,98,2956
GREEN1,17.3972809,78.4920955,99,3132
GREEN1,17.398097,78.4931458,100,3276
GREEN1,17.3983213,78.4933203,101,3307
GREEN1,17.3994541,78.494724,102,3502
GREEN1,17.4003684,78.4948742,103,3605
GREEN1,17.4010397,78.4949779,104,3680
GREEN1,17.4019644,78.4950759,105,3783
GREEN1,17.4022928,78.4951463,106,3821
GREEN1,17.4040658,78.4955262,107,4022
GREEN1,17.4042035,78.4955812,108,4038
GREEN1,17.4070448,78.4967721,109,4379
GREEN1,17.4087366,78.497616,110,4587
GREEN1,17.4096508,78.4978026,111,4691
GREEN1,17.4100495,78.4978638,112,4735
GREEN1,17.4104877,78.4978911,113,4784
GREEN1,17.41129,78.4978811,114,4873
GREEN1,17.412664,78.4976758,115,5028
GREEN1,17.4128112,78.4976459,116,5044
GREEN1,17.4130342,78.4976366,117,5069
GREEN1,17.4131368,78.4976324,118,5081
GREEN1,17.4133467,78.4976186,119,5104
GREEN1,17.4136564,78.4976285,120,5138
GREEN1,17.4140058,78.4976955,121,5178
GREEN1,17.4146071,78.4979168,122,5249
GREEN1,17.4160203,78.4985735,123,5421
GREEN1,17.4170133,78.4991421,124,5546
GREEN1,17.4178876,78.4994715,125,5650
GREEN1,17.4189814,78.4998835,126,5779
GREEN1,17.4198118,78.5002752,127,5880
GREEN1,17.4208214,78.5007515,128,6003
GREEN1,17.4218963,78.5014274,129,6143
GREEN1,17.4225231,78.5016213,130,6215
GREEN1,17.4227805,78.5016616,131,6244
GREEN1,17.4240372,78.5018065,132,6385
GREEN1,17.424403,78.5018454,133,6426
GREEN1,17.4246315,78.5018587,134,6451
GREEN1,17.424866,78.5018679,135,6477
GREEN1,17.4255216,78.5018818,136,6550
GREEN1,17.42617,78.5018933,137,6622
GREEN1,17.4263713,78.5018947,138,6645
GREEN1,17.4265482,78.5019041,139,6665
GREEN1,17.426673,78.5019168,140,6678
GREEN1,17.42676,78.5019241,141,6688
GREEN1,17.4273817,78.5019792,142,6758
GREEN1,17.4275112,78.5019961,143,6772
GREEN1,17.4276221,78.5020161,144,6785
GREEN1,17.4277221,78.5020388,145,6796
GREEN1,17.4278201,78.5020634,146,6807
GREEN1,17.4279212,78.5020904,147,6819
GREEN1,17.4283022,78.5021838,148,6862
GREEN1,17.4284798,78.5022301,149,6883
GREEN1,17.4286521,78.5022689,150,6902
GREEN1,17.4287409,78.5022805,151,6912
GREEN1,17.4288073,78.5022841,152,6920
GREEN1,17.4288851,78.5022846,153,6928
GREEN1,17.4289761,78.5022743,154,6938
GREEN1,17.4290564,78.5022608,155,6947
GREEN1,17.4291677,78.5022325,156,6960
GREEN1,17.429254,78.5022022,157,6970
GREEN1,17.4293367,78.502163,158,6980
GREEN1,17.4294134,78.5021201,159,6990
GREEN1,17.4294833,78.5020759,160,6999
GREEN1,17.4295421,78.5020295,161,7007
GREEN1,17.4296093,78.5019675,162,7017
GREEN1,17.4296688,78.5019106,163,7026
GREEN1,17.4301903,78.5012599,164,7116
GREEN1,17.4302691,78.5011603,165,7130
GREEN1,17.430333,78.5010796,166,7141
GREEN1,17.4303891,78.5009943,167,7152
GREEN1,17.4304355,78.5009108,168,7162
GREEN1,17.4304735,78.5008341,169,7172
GREEN1,17.4305067,78.5007415,170,7182
GREEN1,17.4305388,78.5006266,171,7195
GREEN1,17.4305588,78.5005223,172,7206
GREEN1,17.4305894,78.5001182,173,7249
GREEN1,17.4305985,78.5000219,174,7259
GREEN1,17.4306289,78.4998929,175,7273
GREEN1,17.4306553,78.4998027,176,7283
GREEN1,17.4306897,78.4997091,177,7294
GREEN1,17.4307507,78.4995901,178,7308
GREEN1,17.4313165,78.4986095,179,7430
GREEN1,17.4313714,78.4985186,180,7441
GREEN1,17.4314144,78.4984528,181,7450
GREEN1,17.4314594,78.4983967,182,7458
GREEN1,17.4315021,78.4983462,183,7465
GREEN1,17.4315742,78.498276,184,7476
GREEN1,17.431653,78.4982111,185,7487
GREEN1,17.4317279,78.4981554,186,7497
GREEN1,17.431821,78.4981024,187,7509
GREEN1,17.4319154,78.4980551,188,7521
GREEN1,17.4320018,78.4980254,189,7531
GREEN1,17.4320963,78.4979954,190,7542
GREEN1,17.4322211,78.4979737,191,7556
GREEN1,17.4323338,78.4979667,192,7568
GREEN1,17.4324377,78.4979649,193,7580
GREEN1,17.4325412,78.4979746,194,7591
GREEN1,17.4326499,78.4979962,195,7604
GREEN1,17.4327701,78.4980339,196,7618
GREEN1,17.4328842,78.4980833,197,7631
GREEN1,17.4329769,78.498135,198,7643
GREEN1,17.4330679,78.4981987,199,7655
GREEN1,17.4331647,78.4982769,200,7669
GREEN1,17.4332444,78.4983621,201,7681
GREEN1,17.4333177,78.4984557,202,7694
GREEN1,17.4333956,78.4985811,203,7710
GREEN1,17.4338339,78.499501,204,7819
GREEN1,17.4342188,78.5001147,205,7897
GREEN1,17.4343928,78.5003293,206,7927
GREEN1,17.4347204,78.5005438,207,7970
GREEN1,17.4349456,78.5006082,208,7996
GREEN1,17.4351605,78.5006243,209,8020
GREEN1,17.4354062,78.5006028,210,8047
GREEN1,17.4356672,78.500517,211,8078
GREEN1,17.437696,78.499671,212,8321
GREEN1,17.4395268,78.4989629,213,8538
GREEN1,17.4402755,78.4988264,214,8622
GREEN1,17.4411401,78.4988417,215,8718
GREEN1,17.4418271,78.4986901,216,8796
GREEN1,17.4426284,78.4984807,217,8888
GREEN1,17.4434152,78.4984079,218,8976
GREEN1,17.4437376,78.4982064,219,9018
GREEN1,17.4444074,78.4975953,220,9116
GREEN1,17.4444527,78.497553,221,9123
GREEN1,17.4456572,78.4964265,222,9303
GREEN1,17.4460006,78.4962662,223,9344
GREEN1,17.4463005,78.4962197,224,9378
GREEN1,17.4469871,78.4962633,225,9455
GREEN1,17.4488218,78.4964407,226,9659
GREEN2,17.4491333,78.496552,1,0
GREEN2,17.4489512,78.4965359,2,20
GREEN2,17.4488147,78.4965237,3,36
GREEN2,17.4470563,78.496345,4,232
GREEN2,17.4463811,78.4962715,5,307
GREEN2,17.446029,78.4963182,6,347
GREEN2,17.4456987,78.4964407,7,386
GREEN2,17.4445164,78.4976151,8,567
GREEN2,17.4444734,78.4976579,9,574
GREEN2,17.4439184,78.4981792,10,656
GREEN2,17.4434213,78.4984578,11,719
GREEN2,17.4426399,78.4985277,12,806
GREEN2,17.441815,78.4987342,13,901
GREEN2,17.4411697,78.4988931,14,974
GREEN2,17.4403983,78.4989042,15,1060
GREEN2,17.4394966,78.4990368,16,1161
GREEN2,17.4377151,78.499734,17,1373
GREEN2,17.4356883,78.5005791,18,1615
GREEN2,17.4354184,78.5006679,19,1647
GREEN2,17.4351609,78.5006904,20,1676
GREEN2,17.434935,78.5006735,21,1701
GREEN2,17.4346949,78.5006048,22,1728
GREEN2,17.4343512,78.5003798,23,1774
GREEN2,17.4341684,78.5001543,24,1805
GREEN2,17.4337798,78.4995347,25,1884
GREEN2,17.4333695,78.4986153,26,1991
GREEN2,17.4333268,78.4985377,27,2001
GREEN2,17.4332604,78.498447,28,2013
GREEN2,17.4332016,78.4983738,29,2023
GREEN2,17.4331386,78.4983097,30,2033
GREEN2,17.4330635,78.4982429,31,2044
GREEN2,17.4329858,78.4981902,32,2054
GREEN2,17.4328907,78.4981291,33,2066
GREEN2,17.4328091,78.4980923,34,2076
GREEN2,17.4327205,78.4980576,35,2087
GREEN2,17.4326225,78.4980309,36,2098
GREEN2,17.4325201,78.4980123,37,2110
GREEN2,17.432438,78.4980043,38,2119
GREEN2,17.432354,78.4980011,39,2128
GREEN2,17.4322739,78.4980066,40,2137
GREEN2,17.4321907,78.4980167,41,2146
GREEN2,17.4321077,78.498033,42,2156
GREEN2,17.4320042,78.4980628,43,2168
GREEN2,17.4319244,78.4980969,44,2177
GREEN2,17.4318244,78.498145,45,2190
GREEN2,17.4317358,78.4981954,46,2201
GREEN2,17.4316589,78.4982519,47,2211
GREEN2,17.4315685,78.498333,48,2224
GREEN2,17.4314979,78.4984106,49,2236
GREEN2,17.4314474,78.498476,50,2245
GREEN2,17.4313951,78.498552,51,2255
GREEN2,17.4313481,78.4986308,52,2265
GREEN2,17.4307807,78.4996107,53,2386
GREEN2,17.4307317,78.4997152,54,2398
GREEN2,17.4307017,78.4997892,55,2407
GREEN2,17.4306689,78.4998908,56,2418
GREEN2,17.4306452,78.4999881,57,2429
GREEN2,17.4306308,78.500071,58,2438
GREEN2,17.4306224,78.5001503,59,2446
GREEN2,17.430604,78.5004314,60,2476
GREEN2,17.4305914,78.5005551,61,2490
GREEN2,17.4305755,78.5006519,62,2500
GREEN2,17.430558,78.500718,63,2507
GREEN2,17.4305188,78.5008237,64,2519
GREEN2,17.4304695,78.5009308,65,2532
GREEN2,17.430425,78.5010138,66,2542
GREEN2,17.430372,78.5010907,67,2552
GREEN2,17.4303014,78.5011848,68,2565
GREEN2,17.4302151,78.5012864,69,2579
GREEN2,17.429662,78.5019746,70,2675
GREEN2,17.429597,78.5020382,71,2685
GREEN2,17.4295311,78.5020885,72,2694
GREEN2,17.4294559,78.5021398,73,2704
GREEN2,17.4293814,78.5021838,74,2713
GREEN2,17.4293091,78.5022201,75,2722
GREEN2,17.4292375,78.5022484,76,2731
GREEN2,17.4291438,78.5022796,77,2741
GREEN2,17.4290816,78.5022945,78,2749
GREEN2,17.4290162,78.5023072,79,2756
GREEN2,17.4289161,78.5023205,80,2767
GREEN2,17.4288344,78.5023227,81,2776
GREEN2,17.428746,78.5023185,82,2786
GREEN2,17.4286424,78.502306,83,2798
GREEN2,17.4285514,78.5022851,84,2808
GREEN2,17.4284655,78.502267,85,2818
GREEN2,17.4283392,78.5022343,86,2832
GREEN2,17.4281025,78.5021775,87,2859
GREEN2,17.4280157,78.5021527,88,2869
GREEN2,17.4278717,78.5021179,89,2886
GREEN2,17.42773,78.502082,90,2902
GREEN2,17.4276195,78.5020567,91,2914
GREEN2,17.4275056,78.5020367,92,2927
GREEN2,17.4273962,78.5020213,93,2940
GREEN2,17.4273039,78.502013,94,2950
GREEN2,17.4267529,78.5019632,95,3011
GREEN2,17.4266643,78.501955,96,3021
GREEN2,17.4265401,78.5019437,97,3035
GREEN2,17.4263784,78.5019384,98,3053
GREEN2,17.426167,78.5019339,99,3077
GREEN2,17.4255191,78.5019187,100,3149
GREEN2,17.4248623,78.5019052,101,3222
GREEN2,17.4245809,78.501898,102,3253
GREEN2,17.4244058,78.5018858,103,3273
GREEN2,17.4239961,78.5018441,104,3318
GREEN2,17.4234444,78.5017801,105,3380
GREEN2,17.4231283,78.5017437,106,3415
GREEN2,17.4227735,78.5017016,107,3455
GREEN2,17.4225265,78.5016607,108,3483
GREEN2,17.4218685,78.5014868,109,3558
GREEN2,17.4218275,78.501461,110,3564
GREEN2,17.4207922,78.50081,111,3698
GREEN2,17.419786,78.5003353,112,3821
GREEN2,17.4189578,78.4999446,113,3922
GREEN2,17.4178644,78.4995327,114,4051
GREEN2,17.4169874,78.4992024,115,4154
GREEN2,17.4159924,78.4986326,116,4281
GREEN2,17.4145839,78.4979781,117,4452
GREEN2,17.4140527,78.4977722,118,4515
GREEN2,17.4136506,78.4976944,119,4560
GREEN2,17.4133565,78.4976939,120,4593
GREEN2,17.4130382,78.4977024,121,4628
GREEN2,17.4126721,78.4977412,122,4669
GREEN2,17.4112992,78.497968,123,4824
GREEN2,17.410498,78.4979501,124,4913
GREEN2,17.4100474,78.4979246,125,4963
GREEN2,17.4096534,78.4978616,126,5007
GREEN2,17.4091601,78.4977608,127,5063
GREEN2,17.4087348,78.4976738,128,5112
GREEN2,17.4072963,78.4969683,129,5288
GREEN2,17.4070193,78.4968324,130,5322
GREEN2,17.4041806,78.4956426,131,5662
GREEN2,17.4040482,78.4955897,132,5678
GREEN2,17.4022802,78.4952109,133,5879
GREEN2,17.4019549,78.4951411,134,5915
GREEN2,17.4010334,78.4950435,135,6018
GREEN2,17.4003567,78.4949221,136,6095
GREEN2,17.3994215,78.4947846,137,6200
GREEN2,17.3993887,78.4947524,138,6205
GREEN2,17.3982566,78.4934298,139,6393
GREEN2,17.3980511,78.4931908,140,6427
GREEN2,17.3960578,78.4910392,141,6746
GREEN2,17.3956456,78.4905834,142,6812
GREEN2,17.3953032,78.4903272,143,6859
GREEN2,17.3949827,78.4901758,144,6898
GREEN2,17.3943607,78.489976,145,6970
GREEN2,17.3942059,78.4899263,146,6988
GREEN2,17.3931913,78.4896169,147,7106
GREEN2,17.3909848,78.4891967,148,7355
GREEN2,17.3907218,78.489097,149,7386
GREEN2,17.3900673,78.4888487,150,7464
GREEN2,17.389897,78.4887308,151,7487
GREEN2,17.3884805,78.4877127,152,7678
GREEN2,17.3877835,78.4869705,153,7788
GREEN2,17.3870515,78.4862679,154,7898
GREEN2,17.386239,78.4855161,155,8019
GREEN2,17.3861301,78.4854192,156,8035
GREEN2,17.3857862,78.4851135,157,8085
GREEN2,17.3853466,78.4847296,158,8149
GREEN2,17.3852842,78.4846868,159,8157
GREEN2,17.3851756,78.4846488,160,8170
GREEN2,17.3850507,78.4845755,161,8186
GREEN2,17.3849605,78.4845261,162,8197
GREEN2,17.3844258,78.4840519,163,8275
GREEN2,17.3831092,78.4828377,164,8470
GREEN2,17.3830483,78.4827933,165,8478
GREEN2,17.382995,78.4827605,166,8485
GREEN2,17.3828875,78.4827054,167,8498
GREEN2,17.3828061,78.4826722,168,8508
GREEN2,17.3827645,78.4826607,169,8513
GREEN2,17.3826997,78.4826425,170,8520
GREEN2,17.3825784,78.4826165,171,8534
GREEN2,17.382483,78.4826078,172,8545
GREEN2,17.3823832,78.4826067,173,8556
GREEN2,17.3822617,78.482619,174,8569
GREEN2,17.38216,78.4826406,175,8581
GREEN2,17.3820697,78.4826675,176,8591
GREEN2,17.3820015,78.4826949,177,8599
GREEN2,17.3819131,78.482741,178,8610
GREEN2,17.3818218,78.482793,179,8622
GREEN2,17.3817409,78.4828552,180,8633
GREEN2,17.3816764,78.4829117,181,8642
GREEN2,17.3816164,78.4829735,182,8652
GREEN2,17.3815779,78.483019,183,8658
GREEN2,17.3815286,78.4830829,184,8667
GREEN2,17.3814868,78.4831451,185,8675
GREEN2,17.3814469,78.4832157,186,8684
GREEN2,17.3814124,78.483283,187,8692
GREEN2,17.3813749,78.4833762,188,8703
GREEN2,17.381292,78.4836036,189,8728
GREEN2,17.381208,78.4838547,190,8757
GREEN2,17.3811346,78.4840963,191,8784
GREEN2,17.3809767,78.4846578,192,8846
GREEN2,17.3809472,78.4847588,193,8857
GREEN2,17.3809107,78.4848594,194,8868
GREEN2,17.3808636,78.4849579,195,8880
GREEN2,17.380801,78.4850574,196,8893
GREEN2,17.3807421,78.4851419,197,8904
GREEN2,17.3807109,78.4851826,198,8909
GREEN2,17.3806283,78.4852666,199,8922
GREEN2,17.3805616,78.4853276,200,8932
GREEN2,17.3805014,78.4853746,201,8940
GREEN2,17.3804306,78.4854215,202,8950
GREEN2,17.3803576,78.485463,203,8959
GREEN2,17.3802836,78.4855028,204,8968
GREEN2,17.3796106,78.4858581,205,9052
GREEN2,17.3790431,78.4861578,206,9122
GREEN2,17.3789561,78.4862041,207,9133
GREEN2,17.3788331,78.486266,208,9149
GREEN2,17.3787444,78.4863019,209,9159
GREEN2,17.3786377,78.4863345,210,9171
GREEN2,17.3785398,78.4863551,211,9183
GREEN2,17.3784555,78.4863658,212,9192
GREEN2,17.3783649,78.4863691,213,9202
GREEN2,17.3782703,78.4863675,214,9213
GREEN2,17.3781994,78.4863582,215,9221
GREEN2,17.378122,78.4863466,216,9229
GREEN2,17.3780459,78.4863257,217,9238
GREEN2,17.3779459,78.4862953,218,9250
GREEN2,17.3778721,78.4862626,219,9258
GREEN2,17.3778053,78.4862298,220,9267
GREEN2,17.3777408,78.4861931,221,9275
GREEN2,17.3776685,78.4861446,222,9284
GREEN2,17.3776021,78.4860919,223,9294
GREEN2,17.3775415,78.4860341,224,9303
GREEN2,17.377477,78.4859684,225,9313
GREEN2,17.3772212,78.4856895,226,9354
GREEN2,17.3771603,78.4856252,227,9363
GREEN2,17.3771052,78.4855687,228,9372
GREEN2,17.3770525,78.4855208,229,9380
GREEN2,17.3769902,78.4854706,230,9388
GREEN2,17.3769085,78.4854017,231,9400
GREEN2,17.3768446,78.4853507,232,9409
GREEN2,17.3764101,78.4850164,233,9469
GREEN2,17.3761464,78.4848171,234,9505
GREEN2,17.3760189,78.4847183,235,9523
GREEN2,17.3753731,78.484228,236,9611
GREEN2,17.375023,78.4839567,237,9660
GREEN2,17.3747115,78.4837224,238,9703
